"PROVIDER_NUMBER","Hospital_Name","State","Num_DRG","Entire_100_Medicare_Payments","Entire_Medicare_Payments","Entire_100_Total_Payments","Entire_100_Covered_Charges","PNEUMONIA_193_Total_Discharges","PNEUMONIA_193_Average_Medicare_Payments","PNEUMONIA_193_Average_Total_Payments","Number_of_Pneumonia_Cases","Excess_Readmission_Ratio_for_Pneumonia","HF_291_Total_Discharges","HF_291_Average_Medicare_Payments","HF_291_Average_Total_Payments","Number_of_Heart_Failure_Cases","Excess_Readmission_Ratio_for_Heart_Failure","AMI_280_Total_Discharges","AMI_280_Average_Medicare_Payments","AMI_280_Average_Total_Payments","Number_of_Acute_Myocardial_Infarction_Cases","Acute_Myocardial_Infarction_Excess_Readmission_Ratio","HIP_480_Total_Discharges","HIP_480_Average_Medicare_Payments","HIP_480_Average_Total_Payments","Number_of_Hip_Knee_Arthroplasty_Cases","Hip_Knee_Arthroplasty_Excess_Readmission_Ratio","COPD_190_Total_Discharges","COPD_190_Average_Medicare_Payments","COPD_190_Average_Total_Payments","Number_of_Chronic_Obstructive_Pulmonary_Disease_Cases","Chronic_Obstructive_Pulmonary_Disease_Excess_Readmission_Ratio","Corrected_FY_2015_Readmissions_Adjustment_Factor","Readmissions_2015_penalty_100","Readmissions_2015_penalty_est","TOTAL_HOSPITAL_BEDS","TOTAL_HOSPITAL_MEDICARE_DAYS","TOTAL_HOSPITAL_DAYS","PERC_MEDICARE_DAYS","Bed_Utilization","TOTAL_HOSPITAL_MEDICARE_DISCHARGES","TOTAL_HOSPITAL_DISCHARGES","Address","City","ZIP_Code","County_Name","Hospital_Type","Hospital_Ownership","Emergency_Services","Average_100DRG_Medicare_Payments","Average_100DRG_Total_Payments","count_excess_ratio","count_excess_ratio_decimal","Salary_Adjusted_Factor","population_density","densityrank","TotalMCCPatients_gthan1","TotalMCCPatients","TotalreportedPatients","TotalreportedPatients_gthan1","Annual_increase_2015_2020","Annual_increase_2020_2025","Annual_increase_2025_2030","meet_eligibility","COPD_MCC_gthan1_meet_eligibility","PNEUMONIA_MCC_gthan1_meet_eligibility","HF_MCC_gthan1_meet_eligibility","AMI_MCC_gthan1_meet_eligibility","HIP_MCC_gthan1_meet_eligibility","Predicted_Readmission_Rate_2015_AMI","Predicted_Readmission_Rate_2015_COPD","Predicted_Readmission_Rate_2015_HF","Predicted_Readmission_Rate_2015_HIP","Predicted_Readmission_Rate_2015_PN","Expected_Readmission_Rate_2015_AMI","Expected_Readmission_Rate_2015_COPD","Expected_Readmission_Rate_2015_HF","Expected_Readmission_Rate_2015_HIP","Expected_Readmission_Rate_2015_PN","COPD_Total_Payments","HF_Total_Payments","PNE_Total_Payments","AMI_Total_Payments","HIP_Total_Payments","Aggregate_payments_all_discharge"
450677,"HUGULEY MEMORIAL MEDICAL CENTER","TX",57,13502945.94,20202775.8225191,16220737.22,81848274.26,59,7693.61,8824.37,286,0.909015833,94,7940.39,9173.96,468,0.927526252,30,10157.13,10979.53,209,0.901659882,NA,NA,NA,107,0.943689494,58,5830.64,7254.9,336,0.958164666,1,0,0,213,13709,41206,0.332694267825074,0.530014791948035,2934,9493,"11801 SOUTH FREEWAY","BURLESON",76028,"JOHNSON","Acute Care Hospitals","Voluntary non-profit - Church","Yes",6885.74499745028,8271.66609892912,0,0,1.082618367,210.7571194,0.427286821705426,0,241,1406,0,1.038265099,1.036822997,1.028783912,0.328186046511628,0,0,0,0,NA,17.2,18.6,21.6,6.3,16.1,17.9,19.9,22.9,5.8,17.4,766893.42,1309919.99,872550.83,436265.92,322979,24269068.334258
450678,"DOCTORS HOSPITAL","TX",51,9142054.29,14398568.3148281,11004377.45,81961299.33,33,7803.76,9198.03,302,0.980390732,43,9085.6,10072.95,324,0.946211471,18,9980.28,10700.72,121,1.071489623,NA,NA,NA,184,1.216760236,37,6023.81,7417.05,300,0.966974178,0.9909,83192.694039,131026.971664936,191,10056,30684,0.327727806022683,0.440134834684071,2153,7172,"9440 POPPY DR","DALLAS",75218,"DALLAS","Acute Care Hospitals","Proprietary","Yes",6687.67687637162,8050.02008046818,2,2.288249859,1.082618367,2772.950309,0.915990006246096,18,131,1231,305,1.038265099,1.036822997,1.028783912,0.474797001873829,0,0,0,9,NA,16.3,19,17.3,6.8,15.6,14.8,19.1,19.2,5.7,15.5,650646.11,927852.95,704085.84,192612.96,149992.96,17331693.233248
450684,"MEMORIAL HERMANN NORTHEAST","TX",67,17868023.54,24205327.2161028,22046373.44,69421029.07,44,8581.14,10377.32,233,0.962552148,131,8693.93,10428.86,459,1.120434441,35,11281.57,12056.43,137,0.986712966,14,18571.21,19660.64,13,0,75,6725.07,8136.08,452,1.060612745,0.992,142944.18832,193642.617728823,255,15645,58157,0.269013188438193,0.624840182648402,2899,12826,"18951 MEMORIAL NORTH","HUMBLE",77338,"HARRIS","Acute Care Hospitals","Government - Hospital District or Authority","Yes",8349.54371028037,10302.0436635514,2,2.181047186,1.082618367,2454.32822,0.904225352112676,206,299,1294,911,1.038265099,1.036822997,1.028783912,0.471267605633803,35,0,62,0,0,18.4,22.4,24.2,NA,18,18.1,20.8,22.8,NA,16.7,1036169.94,1923662.53,718049.08,555637.02,546701.05,29865624.5806355
450686,"UNIVERSITY MEDICAL CENTER","TX",88,37479691.34,57955012.0545194,44921974.18,140451074.09,51,10025.98,13162.98,368,0.920420477,43,10682.91,12259.56,374,0.959590049,11,12503.64,14513.45,216,1.099042104,28,21175.5,23393.07,265,1.359975713,38,7604.76,9612.42,342,1.004984259,0.9922,292341.592452001,452049.094025253,443,29835,111606,0.267324337401215,0.76479133831289,5293,22882,"602 INDIANA AVENUE","LUBBOCK",79415,"LUBBOCK","Acute Care Hospitals","Government - Hospital District or Authority","Yes",10949.3693660532,13123.5682676015,3,3.464002076,1.082618367,317.0056263,0.508379888268156,77,171,1565,823,1.038265099,1.036822997,1.028783912,0.352513966480447,13,0,0,4,10,17.2,18.2,20.6,7,15.3,15.8,19.3,22,4.8,16.3,993196,1046164.24,1571128.96,259366.91,2075789.85,69463046.8404147
450688,"DALLAS REGIONAL MEDICAL CENTER","TX",32,6469276.49,9541963.97036536,7324991.21,53482518.08,18,8709.11,9301.11,73,1.049896296,40,8655.4,9655.2,212,1.055459319,15,10673.2,11462.67,115,0.981417328,NA,NA,NA,40,1.148312269,28,6785.07,7498.93,215,0.960049963,0.9957,27817.8889069998,41030.4450725708,176,5215,15166,0.343861268627192,0.236083437110834,1090,3414,"1011 NORTH GALLOWAY AVENUE","MESQUITE",75149,"DALLAS","Acute Care Hospitals","Proprietary","Yes",8754.09538565629,9912.03140730717,3,3.253667884,1.082618367,2772.950309,0.915990006246096,58,101,655,325,1.038265099,1.036822997,1.028783912,0.474797001873829,0,9,19,0,NA,16.7,20.7,21.4,5.7,20.5,16.4,21.4,22.6,5.3,19.7,512908.12,667184.16,251684.94,171940.05,NA,10804114.2339648
450690,"UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER","TX",18,2422630.95,NA,3448601.68,15757717.42,18,9585.06,21799.89,210,0.884487615,34,7695.91,9039.97,168,0.966146852,NA,NA,NA,31,1.010185125,NA,NA,NA,0,0,12,5857.5,7564.08,242,0.865865972,0.9999,242.263094999973,NA,NA,NA,NA,NA,NA,NA,NA,"11937 US HIGHWAY 271","TYLER",75708,"SMITH","Acute Care Hospitals","Government - State","Yes",6276.24598445596,8934.20124352332,1,1.010185125,1.082618367,231.5697936,0.444754810676598,0,64,651,31,1.038265099,1.036822997,1.028783912,0.33342644320298,0,0,0,NA,NA,15.1,18.9,20,NA,17,15.4,22,22.5,NA,18.1,278549.96,424075.98,696027.94,NA,NA,NA
450694,"EL CAMPO MEMORIAL HOSPITAL","TX",4,344867.1,1780640.33265306,383659.12,726001.09,12,8093.17,8880.17,92,0.915338754,NA,NA,NA,85,1.052096523,NA,NA,NA,17,0,NA,NA,NA,0,0,NA,NA,NA,61,1.016698241,0.9947,1827.79562999999,9437.39376306117,26,1562,1992,0.784136546184739,0.209905163329821,253,399,"303 SANDY CORNER RD","EL CAMPO",77437,"WHARTON","Acute Care Hospitals","Voluntary non-profit - Other","Yes",7038.10408163265,7829.77795918367,2,2.068794764,1.082618367,38.03710264,0.119106699751861,0,12,255,146,1.038265099,1.036822997,1.028783912,0.235732009925558,NA,0,NA,NA,NA,NA,19.8,23.9,NA,16.4,NA,19.2,22.7,NA,17.5,NA,NA,187553.08,NA,NA,1980933.82367347
450697,"SOUTHWEST GENERAL HOSPITAL","TX",43,10903762.07,16606952.7670085,11968464.17,42814062.86,28,10854.36,11694.07,112,0.929140113,38,11156.61,11921.87,200,1.030604426,33,12841.09,13882.73,92,0.9963898,NA,NA,NA,70,0.963251066,30,8286.47,9513.1,144,0.992377578,0.9991,9813.38586300013,14946.2574903078,228,8460,42587,0.198652170850259,0.511739966354242,1619,8130,"7400 BARLITE BLVD","SAN ANTONIO",78224,"BEXAR","Acute Care Hospitals","Proprietary","Yes",10257.5372248354,11259.1384477893,1,1.030604426,1.082618367,1416.457467,0.785381026438569,38,129,618,200,1.038265099,1.036822997,1.028783912,0.435614307931571,0,0,17,0,NA,19.6,19.8,25.2,6.2,17.2,18.9,21,23.7,5.6,18.3,580109.07,765466.13,545401.99,625267.01,245452,18228545.1469709
450702,"LONGVIEW REGIONAL MEDICAL CENTER","TX",52,10820110.97,16176677.2058545,12765280.53,92558934.2,29,6985.21,8498.79,216,0.854026244,39,7436.36,8581.92,203,0.9406087,20,8787.45,9846.05,114,1.009779477,NA,NA,NA,340,0.937525162,36,5850,6633.89,307,0.930726829,0.9998,2164.02219399976,3235.33544117055,156,9020,24901,0.362234448415726,0.437889072556536,2117,7818,"2901 N FOURTH ST","LONGVIEW",75605,"GREGG","Acute Care Hospitals","Proprietary","Yes",7641.32130649718,9015.02862288135,1,1.009779477,1.082618367,450.3468695,0.581135587961527,20,124,1180,114,1.038265099,1.036822997,1.028783912,0.374340676388458,0,0,0,7,NA,15.5,18.4,18.8,5.2,16,15.7,20.3,21.3,5.2,17.1,512846.16,692130.08,615534.15,255461.04,365821.05,19084815.5946398
450709,"HOUSTON METHODIST ST JOHN HOSPITAL","TX",39,5748227.54,9958283.31823028,7434254.19,29783594.58,28,6907.32,11923.07,215,1.055926415,22,7921.68,8509.86,171,1.033771923,16,8533.44,10161.06,89,1.071366499,NA,NA,NA,186,0.908226185,26,5132.42,9741.81,144,1.031486152,0.9953,27016.6694380002,46803.9315956827,178,7969,24096,0.330718791500664,0.405301756038485,1625,6471,"18300 ST JOHN DRIVE","NASSAU BAY",77058,"HARRIS","Acute Care Hospitals","Voluntary non-profit - Private","Yes",6128.17434968017,7925.64412579957,4,4.192550989,1.082618367,2454.32822,0.904225352112676,92,92,805,619,1.038265099,1.036822997,1.028783912,0.471267605633803,12,13,10,8,NA,17.3,18.3,21.8,4.5,16.5,16.8,18.6,22,4.3,16.5,411030.1,430657.12,625050.96,256836.96,218325,12879171.7044243
450711,"RIO GRANDE REGIONAL HOSPITAL","TX",70,26795998.25,38057247.5145474,29790956.81,189461311.3,86,10801.83,11554.15,496,0.932906994,144,11305.19,12277.53,750,0.990730345,33,13040.12,13766.73,169,1.079126693,NA,NA,NA,55,1.045679181,72,8178.69,9036.19,477,1.016199594,0.9979,56271.5963249998,79920.2197805492,320,20268,64033,0.316524292161854,0.548227739726027,3954,14382,"101 E RIDGE RD","MCALLEN",78503,"HIDALGO","Acute Care Hospitals","Proprietary","Yes",9624.99937140805,10700.7747162356,3,3.141005468,1.082618367,507.8793786,0.611801242236025,105,335,1947,701,1.038265099,1.036822997,1.028783912,0.383540372670807,28,0,0,13,NA,21.1,22.2,25.5,7.6,18.8,19.8,21.3,24.5,7.2,19.4,1292094.23,2662351.14,1723152.27,742857.17,393979.95,42310863.2279956
450713,"ST DAVID'S SOUTH AUSTIN MEDICAL CENTER","TX",87,28066746.71,41629573.029428,33814466.77,201274904.22,73,7785.73,10157.45,529,1.119561998,104,8445.52,9401.23,736,1.03446975,30,10910.63,11498.9,347,1.096978504,16,15951.81,16979.06,242,1.267235184,109,5917.79,7686.5,568,1.098261777,0.9858,398547.803282,591139.937017877,276,29782,73875,0.403140439932318,0.784385551379244,6016,15518,"901 WEST BEN WHITE BLVD","AUSTIN",78704,"TRAVIS","Acute Care Hospitals","Proprietary","Yes",6919.80934664694,8336.90009122288,5,5.616507213,1.082618367,1073.649157,0.73202614379085,332,332,2422,2422,1.038265099,1.036822997,1.028783912,0.419607843137255,46,31,44,13,7,16.3,23.4,22.6,6,18.1,15.7,20,21.5,4.9,16.6,1807910.48,2032734.01,1639198.57,525878.04,1052463.12,50154790.9487968
450716,"CYPRESS FAIRBANKS MEDICAL CENTER","TX",27,4047239.98,8407568.33581132,4779086.84,31890071.12,23,9443.78,10516.3,157,0.943588549,34,9587.41,11560.47,142,0.993528292,15,12251.93,12666.33,76,0.96768945,NA,NA,NA,13,0,14,7038.79,8490.07,117,1.053195108,0.9989,4451.96397799996,9248.32516939237,181,5232,35966,0.145470722348885,0.544403239234088,1101,8551,"10655 STEEPLETOP DRIVE","HOUSTON",77065,"HARRIS","Acute Care Hospitals","Proprietary","Yes",7636.3018490566,9017.14498113207,1,1.053195108,1.082618367,2454.32822,0.904225352112676,14,86,505,117,1.038265099,1.036822997,1.028783912,0.471267605633803,7,0,0,0,NA,16.8,20.6,23.1,NA,17.8,17.4,20.2,23.2,NA,18,351792.04,544544.98,544590.06,189994.95,NA,9927876.62422641
450718,"ROUND ROCK MEDICAL CENTER","TX",55,11417459.83,17997724.8454506,13749764.43,84293234.52,55,7647.65,9313.16,272,0.972017072,43,8334.81,9450.84,259,0.90988811,NA,NA,NA,174,0.961686957,12,16606.33,17823.25,214,1.057778444,35,5833.29,7183.69,200,0.996566178,0.9977,26260.1576089996,41394.7671445359,142,11332,36801,0.30792641504307,0.710032799536948,2571,8212,"2400 ROUND ROCK AVE","ROUND ROCK",78681,"WILLIAMSON","Acute Care Hospitals","Voluntary non-profit - Other","Yes",7000.28193133047,8430.26635806254,1,1.057778444,1.082618367,395.9409972,0.550697674418605,12,145,1119,214,1.038265099,1.036822997,1.028783912,0.365209302325581,0,0,0,NA,4,13.8,18.2,20.1,4.8,17.5,14.9,19.8,22,4.6,17.5,411904.15,737632.26,821894.89,90942.04,830594.95,21674214.8065788
450723,"METHODIST CHARLTON MEDICAL CENTER","TX",74,29128973.14,38873938.6995636,34310140.21,123782785.1,67,8727.84,9905.96,352,0.94614185,127,8996.39,10216.68,502,0.884798471,55,10416.11,15650.13,203,0.938639619,15,17971.67,19275.13,274,1.005802686,76,6813.2,8151.96,585,0.950509428,0.9999,2912.89731399968,3887.39386995594,290,23707,68583,0.345668751731479,0.673471792605686,4404,13397,"3500 W WHEATLAND ROAD","DALLAS",75237,"DALLAS","Acute Care Hospitals","Voluntary non-profit - Private","Yes",8826.96155757576,10397.0121848485,1,1.005802686,1.082618367,2772.950309,0.915990006246096,15,340,1916,274,1.038265099,1.036822997,1.028783912,0.474797001873829,0,0,0,0,7,17.5,20,19.3,5.2,18.2,18.1,20.6,21.9,5.6,17.4,1391811.01,2215131.12,1079486.34,1095799.2,818802.82,45788441.6620728
450730,"BAYLOR MEDICAL CENTER AT CARROLLTON","TX",33,6857132.58,5705553.06274809,8394169.35,29515161.83,28,8789.18,9547.32,157,0.976988027,29,9789.93,11184.93,191,0.990382809,24,11784.17,12471.38,61,1.033475565,NA,NA,NA,173,0.941966354,38,6565.39,7809.95,235,0.969025494,0.9996,2742.8530319997,2282.22122509899,115,3966,13854,0.286271113035946,0.661920688007644,763,3077,"4343 NORTH JOSEY LANE","CARROLLTON",75010,"DENTON","Acute Care Hospitals","Proprietary","Yes",7477.78907306434,9153.94694656489,1,1.033475565,1.082618367,781.3987958,0.682411435674332,24,119,817,61,1.038265099,1.036822997,1.028783912,0.4047234307023,0,0,0,10,NA,17.8,18.3,22.4,4.5,17.6,18.1,18.9,22.3,4.9,17.5,600924.27,609812.97,639901.78,429011.2,NA,6984461.52022901
450730,"BAYLOR MEDICAL CENTER AT CARROLLTON","TX",33,6857132.58,5705553.06274809,8394169.35,29515161.83,28,8789.18,9547.32,157,0.976988027,29,9789.93,11184.93,191,0.990382809,24,11784.17,12471.38,61,1.033475565,NA,NA,NA,173,0.941966354,38,6565.39,7809.95,235,0.969025494,0.9996,2742.8530319997,2282.22122509899,115,3966,13854,0.286271113035946,0.661920688007644,763,3077,"4343 NORTH JOSEY LANE","CARROLLTON",75010,"DENTON","Acute Care Hospitals","Proprietary","Yes",7477.78907306434,9153.94694656489,1,1.033475565,1.082618367,781.3987958,0.682411435674332,24,119,817,61,1.038265099,1.036822997,1.028783912,0.4047234307023,0,0,0,10,NA,17.8,18.3,22.4,4.5,17.6,18.1,18.9,22.3,4.9,17.5,600924.27,609812.97,639901.78,429011.2,NA,6480994.43816794
450730,"BAYLOR MEDICAL CENTER AT CARROLLTON","TX",33,6857132.58,5294274.66372955,8394169.35,29515161.83,28,8789.18,9547.32,157,0.976988027,29,9789.93,11184.93,191,0.990382809,24,11784.17,12471.38,61,1.033475565,NA,NA,NA,173,0.941966354,38,6565.39,7809.95,235,0.969025494,0.9996,2742.8530319997,2117.70986549159,109,3906,14745,0.264903357070193,0.739208903594526,708,3124,"4343 NORTH JOSEY LANE","CARROLLTON",75010,"DENTON","Acute Care Hospitals","Proprietary","Yes",7477.78907306434,9153.94694656489,1,1.033475565,1.082618367,781.3987958,0.682411435674332,24,119,817,61,1.038265099,1.036822997,1.028783912,0.4047234307023,0,0,0,10,NA,17.8,18.3,22.4,4.5,17.6,18.1,18.9,22.3,4.9,17.5,600924.27,609812.97,639901.78,429011.2,NA,6984461.52022901
450730,"BAYLOR MEDICAL CENTER AT CARROLLTON","TX",33,6857132.58,5294274.66372955,8394169.35,29515161.83,28,8789.18,9547.32,157,0.976988027,29,9789.93,11184.93,191,0.990382809,24,11784.17,12471.38,61,1.033475565,NA,NA,NA,173,0.941966354,38,6565.39,7809.95,235,0.969025494,0.9996,2742.8530319997,2117.70986549159,109,3906,14745,0.264903357070193,0.739208903594526,708,3124,"4343 NORTH JOSEY LANE","CARROLLTON",75010,"DENTON","Acute Care Hospitals","Proprietary","Yes",7477.78907306434,9153.94694656489,1,1.033475565,1.082618367,781.3987958,0.682411435674332,24,119,817,61,1.038265099,1.036822997,1.028783912,0.4047234307023,0,0,0,10,NA,17.8,18.3,22.4,4.5,17.6,18.1,18.9,22.3,4.9,17.5,600924.27,609812.97,639901.78,429011.2,NA,6480994.43816794
450742,"LAKE POINTE MEDICAL CENTER","TX",47,7162922.41,11737071.2316033,8580728.76,47592579.08,18,8452.83,9837.67,249,1.064053109,25,8828.64,9440.96,168,0.962680712,12,10541.58,11521.25,66,0.96950295,NA,NA,NA,22,0,32,6972.31,7522.06,301,1.033128974,0.9963,26502.8129170003,43427.1635569325,112,6390,26470,0.241405364563657,0.647504892367906,1809,7132,"6800 SCENIC DR","ROWLETT",75088,"DALLAS","Acute Care Hospitals","Proprietary","Yes",6488.15435688406,7772.39923913043,2,2.097182083,1.082618367,2772.950309,0.915990006246096,50,87,806,550,1.038265099,1.036822997,1.028783912,0.474797001873829,15,9,0,0,NA,16,20.6,21.2,NA,18.2,15.9,18.7,21,NA,16.2,597887.1,490223.17,724728.32,138255,264276.98,14060270.2235869
450743,"TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON","TX",56,10861928.71,15810008.1991877,13262818.7,70304256.22,35,8694.29,9619.77,476,0.937027019,36,8540.56,9160,274,0.944487831,NA,NA,NA,104,1.07433278,NA,NA,NA,111,1.049358421,67,5956.64,8018.46,403,0.988327348,0.9976,26068.6289039995,37944.0196780498,208,13447,45540,0.295278875713658,0.599841938883035,2652,9514,"3000 N I-35","DENTON",76201,"DENTON","Acute Care Hospitals","Voluntary non-profit - Private","Yes",5961.5415532382,7279.26383095499,2,2.123691201,1.082618367,781.3987958,0.682411435674332,0,138,1368,215,1.038265099,1.036822997,1.028783912,0.4047234307023,0,0,0,NA,NA,15.2,21.3,20,5.7,15.3,14.2,20,21,5.4,16.6,1089543.96,785501.97,1117068.91,NA,312604.92,19304607.6796926
450747,"PALESTINE REGIONAL MEDICAL CENTER","TX",39,7315919.22,9719814.31544078,8474102.11,35754520.65,37,8114.86,9007.08,297,0.977388826,42,8236.9,9239.88,172,0.955209094,NA,NA,NA,48,0.982419273,11,17849.73,18926.09,121,1.077682507,35,6356.2,7265.57,230,0.947223245,0.9969,22679.3495819999,30131.4243778663,98,5806,14549,0.399065227850711,0.406737489516354,1492,4367,"2900 S LOOP 256","PALESTINE",75801,"ANDERSON","Acute Care Hospitals","Proprietary","Yes",6514.62085485307,7545.95023152271,1,1.077682507,1.082618367,54.87284201,0.182382133995037,11,125,868,121,1.038265099,1.036822997,1.028783912,0.254714640198511,0,0,0,NA,3,16.6,19.9,18.8,6.2,16.5,17,19.6,20.3,6.1,15.9,544734.01,672016.81,805487.15,171779.96,570682.09,11258557.7454319
450749,"EAST TEXAS MEDICAL CENTER TRINITY","TX",9,913831.44,1044378.78857143,1096540.39,6423026.33,NA,NA,NA,105,1.08536683,NA,NA,NA,81,1.067628954,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,65,1.022992641,0.9845,14164.38732,16187.8712228571,45,863,1378,0.626269956458636,0.083896499238965,224,393,"317 PROSPECT DR/PO BOX 3169","TRINITY",75862,"TRINITY","Acute Care Hospitals","Voluntary non-profit - Private","Yes",4662.40530612245,5594.59382653061,3,3.175988425,1.082618367,19.07858045,0.0474565756823821,0,0,251,251,1.038265099,1.036822997,1.028783912,0.214236972704715,NA,NA,NA,NA,NA,NA,20.5,22.3,NA,19.3,NA,20,21.2,NA,18,155285.12,169446.13,332537,NA,NA,1253189.01714286
450754,"HAMILTON GENERAL HOSPITAL","TX",17,2306377.39,3195700.87512712,2663641.49,5834332.85,16,7582.44,8117.69,199,1.051851486,31,7603,8073.97,197,1.056976929,NA,NA,NA,17,0,NA,NA,NA,0,0,32,5694.97,6408.09,132,1.075842848,0.9887,26062.0645069999,36111.4198889364,42,2639,4144,0.636824324324324,0.270319634703196,654,1140,"400 N BROWN","HAMILTON",76531,"HAMILTON","Acute Care Hospitals","Government - Hospital District or Authority","Yes",4886.39277542373,5643.30824152542,3,3.184671263,1.082618367,10.13500832,0.0201550387596899,79,79,545,528,1.038265099,1.036822997,1.028783912,0.206046511627907,7,3,6,NA,NA,NA,21.6,20.2,NA,16.4,NA,19.5,19,NA,15.4,398139,534963.1,494267.98,NA,NA,3690723.58995762
450755,"COVENANT HOSPITAL LEVELLAND","TX",5,373989.02,1049246.97277778,460681.95,1029441.97,NA,NA,NA,92,0.977004168,NA,NA,NA,55,1.021343795,NA,NA,NA,1,0,NA,NA,NA,0,0,NA,NA,NA,59,0.957407596,0.9986,523.584627999984,1468.94576188884,48,849,2973,0.285570131180626,0.169691780821918,202,900,"1900 COLLEGE AVE","LEVELLAND",79336,"HOCKLEY","Acute Care Hospitals","Voluntary non-profit - Private","Yes",5194.29194444445,6398.36041666667,1,1.021343795,1.082618367,25.20057953,0.0722480620155039,0,0,207,55,1.038265099,1.036822997,1.028783912,0.221674418604651,NA,NA,NA,NA,NA,NA,21.3,21.2,NA,16.8,NA,22,21.2,NA,16.9,75953.02,98176.96,108430.05,NA,NA,1292468.80416667
450766,"UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY","TX",10,1934333.03,NA,2420472.32,7421220.63,NA,NA,NA,3,0,NA,NA,NA,2,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"5151 HARRY HINES BLVD","DALLAS",75390,"DALLAS","Acute Care Hospitals","Government - State","No",7497.41484496124,9381.67565891473,0,0,1.082618367,2772.950309,0.915990006246096,0,0,6,0,1.038265099,1.036822997,1.028783912,0.474797001873829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450771,"TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO","TX",71,17694998.96,27435433.6272161,22685372.83,97818424.31,21,7762.05,9530,299,0.912726018,30,7499.6,10030.23,323,0.975284005,NA,NA,NA,161,1.027858685,NA,NA,NA,1250,0.930485779,38,7235.84,8611.37,249,0.935030327,0.9995,8847.49947999903,13717.7168136066,338,16547,80693,0.20506115772124,0.654073113398719,3687,14810,"6200 W PARKER RD","PLANO",75093,"COLLIN","Acute Care Hospitals","Voluntary non-profit - Private","Yes",7441.12656013457,9539.68579899075,1,1.027858685,1.082618367,965.5279511,0.706907280647169,0,89,2282,161,1.038265099,1.036822997,1.028783912,0.412072184194151,0,0,0,NA,NA,15.8,18.1,20.6,4.1,14.4,16.2,19.4,22.3,4.5,15.7,729252.91,692527.9,744252.95,93709.98,730241.8,35172821.5408789
450774,"TOPS SURGICAL SPECIALTY HOSPITAL","TX",3,1498525.52,1928102.83573333,1930145.6,6118271.52,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,213,0.891764631,NA,NA,NA,0,0,1,0,0,16,560,1861,0.30091348737238,0.318664383561644,193,768,"17080 RED OAK DRIVE","HOUSTON",77090,"HARRIS","Acute Care Hospitals","Physician","Yes",9990.17013333333,12867.6373333333,0,0,1.082618367,2454.32822,0.904225352112676,0,0,213,0,1.038265099,1.036822997,1.028783912,0.471267605633803,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2483454.00533333
450775,"KINGWOOD MEDICAL CENTER","TX",77,22019190.61,33373325.170633,27268121.8,199025585.85,65,8251.54,11336.95,352,0.969172774,148,8793.73,9900.53,552,0.9901048,39,9842.51,12149.79,196,0.9640932,NA,NA,NA,54,1.036629177,124,6635.06,7769.93,619,1.121840836,0.9951,107894.033989,163529.293336102,341,23604,82172,0.28725113177238,0.809711971463201,4262,15858,"22999 US HWY 59","KINGWOOD",77325,"HARRIS","Acute Care Hospitals","Proprietary","Yes",7830.43762802276,9697.05611664296,2,2.158470013,1.082618367,2454.32822,0.904225352112676,124,376,1773,673,1.038265099,1.036822997,1.028783912,0.471267605633803,58,0,0,0,NA,18.7,23.7,24.5,5.9,19,18.1,21.2,22.7,5.7,17.6,1794268.93,2190073.16,1154587.52,559338.81,485497.08,41328853.1691323
450779,"TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F","TX",55,13860833.58,20869733.6719055,18324606.53,76284750.55,58,7583.97,9714.69,428,0.992129209,57,8100.21,9241.81,344,0.91273207,28,9233.71,10155,66,0.944920022,NA,NA,NA,102,1.008178682,50,5738.44,6826,320,0.925927656,0.9999,1386.08335799985,2086.97336719032,222,12739,49679,0.256426256567161,0.613093915833642,3058,12521,"6100 HARRIS PKWY","FORT WORTH",76132,"TARRANT","Acute Care Hospitals","Voluntary non-profit - Private","Yes",6824.63494830133,9022.45520925652,1,1.008178682,1.082618367,2141.960215,0.862971037060106,0,193,1260,102,1.038265099,1.036822997,1.028783912,0.458891311118032,0,0,0,0,NA,17.4,17.9,17.4,4.2,16.4,18.8,19.5,20.1,4.7,16,895306.98,993806.28,1215445.46,346481.95,354027.94,27590668.0299064
